,DRUG_ID,DRUG_NAME,DISEASES,PHASE
13200,D0CQ2O,Interferon beta-1b,Multiple sclerosis , Approved
13201,D0CQ2P,SPL-7013,Human immunodeficiency virus infection , Phase 1
13202,D0CQ5A,SKL20540,Complete androgen insensitivity syndrome , Phase 1
13203,D0CQ5A,SKL20540,Immune dysregulation , Phase 1
13204,D0CQ8D,AMR-103,Parkinson disease , Terminated
13205,D0CR0H,PMID25666693-Compound-138,Osteoarthritis pain , Patented
13206,D0CR0H,PMID25666693-Compound-138,Cancer related pain , Patented
13207,D0CR0H,PMID25666693-Compound-138,Neuropathic pain , Patented
13208,D0CR0H,PMID25666693-Compound-138,Inflammatory pain , Patented
13209,D0CR1I,TJ-9,Asthma , Phase 2
13210,D0CR4Z,IPI-940,Pain , Phase 1
13211,D0CR6E,SSYA10-001,Severe acute respiratory syndrome (SARS) , Preclinical
13212,D0CR6E,SSYA10-001,Middle East Respiratory Syndrome (MERS) , Preclinical
13213,D0CR7L,GSK3326595,Breast cancer , Phase 2
13214,D0CR7L,GSK3326595,Non-hodgkin lymphoma , Phase 1
13215,D0CR7L,GSK3326595,Solid tumour/cancer , Phase 1
13216,D0CR8H,SYM-004,Metastatic colorectal cancer , Phase 3
13217,D0CR8H,SYM-004,Head and neck cancer , Phase 2
13218,D0CR8H,SYM-004,Colorectal cancer , Phase 2
13219,D0CR8H,SYM-004,Recurrent glioblastoma , Phase 2
13220,D0CR8H,SYM-004,Non-small-cell lung cancer , Phase 2
13221,D0CR8J,Biphenyl mannoside derivative 26,Crohn disease , Patented
13222,D0CR8J,Biphenyl mannoside derivative 26,Ulcerative colitis , Patented
13223,D0CR8J,Biphenyl mannoside derivative 26,Urinary tract infection , Patented
13224,D0CR9I,CX-5011,Solid tumour/cancer , Investigative
13225,D0CR9L,Daromun,Melanoma , Phase 3
13226,D0CS0D,WAY-121898,Arteriosclerosis , Terminated
13227,D0CS2C,AZD9056,Chronic obstructive pulmonary disease , Phase 2
13228,D0CS2F,Loperamide,Diarrhea , Approved
13229,D0CS2L,DG-1-66,Herpes simplex virus infection , Investigative
13230,D0CS3A,CART-19,B-cell lymphoma , Phase 1
13231,D0CS6N,Benzodiazepine,Anxiety disorder , Investigative
13232,D0CT1S,BB IND-6989,Salmonella infection , Phase 1
13233,D0CT3I,AgaDerm,Dermatomycosis , Investigative
13234,D0CT4D,Brivaracetam,Complex partial seizure , Approved
13235,D0CT4D,Brivaracetam,Epilepsy , Phase 3
13236,D0CT4D,Brivaracetam,Pain , Phase 3
13237,D0CT5O,ALX-101,Atopic dermatitis , Phase 2
13238,D0CT5Z,SLP-0907,Escherichia coli infection , Investigative
13239,D0CT7M,A-6,Macular degeneration , Phase 2
13240,D0CT9C,Cyclophosphamide,Solid tumour/cancer , Approved
13241,D0CT9Y,Clomifene,Female infertility , Approved
13242,D0CU1O,Dolutegravir + rilpivirine,Human immunodeficiency virus infection , Application submitted
13243,D0CU1T,SB2,Plaque psoriasis , Phase 3
13244,D0CU1T,SB2,Ankylosing spondylitis , Application submitted
13245,D0CU1T,SB2,Crohn disease , Application submitted
13246,D0CU1T,SB2,Psoriatic arthritis , Application submitted
13247,D0CU1T,SB2,Ulcerative colitis , Application submitted
13248,D0CU2Q,DHES0815A,Breast cancer , Phase 1
13249,D0CV7Q,ASO-1,Fatty liver disease , Investigative
13250,D0CV7T,Patamostat,Hypotension , Terminated
13251,D0CV7Z,Epothilone B,Solid tumour/cancer , Discontinued in Phase 3
13252,D0CW1J,Pyrrole derivative 5,Obesity , Patented
13253,D0CW1P,Betamethasone,Inflammation , Approved
13254,D0CW2B,ETX-101,Diabetic gastroparesis , Phase 3
13255,D0CW2N,Reolysinpelareorep,Pancreatic cancer , Phase 2
13256,D0CW3B,M-101,Blood transfusion , Investigative
13257,D0CW3U,Kanjinti,Breast cancer , Application submitted
13258,D0CW3U,Kanjinti,Gastric adenocarcinoma , Application submitted
13259,D0CW6S,Monoxanes,Malaria , Investigative
13260,D0CW8S,ABX-1431,Neuropathic pain , Phase 1
13261,D0CW8S,ABX-1431,Tourette syndrome , Phase 1
13262,D0CX1F,Sulfonylated piperazine derivative 1,Obesity , Patented
13263,D0CX2J,R-1315,Alzheimer disease , Terminated
13264,D0CX4C,PMID25666693-Compound-76,Osteoarthritis pain , Patented
13265,D0CX4C,PMID25666693-Compound-76,Cancer related pain , Patented
13266,D0CX4C,PMID25666693-Compound-76,Neuropathic pain , Patented
13267,D0CX4C,PMID25666693-Compound-76,Inflammatory pain , Patented
13268,D0CY1B,CYC116,Solid tumour/cancer , Phase 1
13269,D0CY2Q,CrohnsVax,Crohn disease , Phase 1
13270,D0CY2Z,HuMax-HepC,Hepatitis C virus infection , Terminated
13271,D0CY3A,Idraparinux,Thrombosis , Discontinued in Phase 3
13272,D0CY3F,Aom-0925,Diabetic complication , Investigative
13273,D0CY3U,Five membered heterocyclic benzamide derivative 3,Pruritus , Patented
13274,D0CY3U,Five membered heterocyclic benzamide derivative 3,Solid tumour/cancer , Patented
13275,D0CY3U,Five membered heterocyclic benzamide derivative 3,Chronic pain , Patented
13276,D0CY3U,Five membered heterocyclic benzamide derivative 3,Neuropathic pain , Patented
13277,D0CY3U,Five membered heterocyclic benzamide derivative 3,Thymic cancer , Patented
13278,D0CY4V,Cetamolol,Angina pectoris , Terminated
13279,D0CY9O,ON-128,Solid tumour/cancer , Investigative
13280,D0CZ0D,EF-12,Coronary artery disease , Discontinued in Phase 3
13281,D0CZ1A,IRISQUINONE,Solid tumour/cancer , Phase 3
13282,D0CZ1Q,Desoximetasone,Inflammation , Approved
13283,D0CZ5Z,SPD-465,Attention deficit hyperactivity disorder , Phase 3
13284,D0D0BE,Ornidazole,Amoebiasis , Approved
13285,D0D0BM,Corticotropin-zinc Hydroxide,Ulcerative colitis , Approved
13286,D0D0DH,TLPLDC,Melanoma , Phase 2
13287,D0D0DH,TLPLDC,Ovarian cancer , Phase 1/2
13288,D0D0FB,TV1001,Diabetic angiopathy , Phase 2
13289,D0D0GH,NsG-0202,Alzheimer disease , Phase 1
13290,D0D0GV,Fenhexamid,Plant grey mould disease , Approved
13291,D0D0HB,DCVax,Prostate cancer , Phase 3
13292,D0D0HB,DCVax,Colorectal cancer , Phase 3
13293,D0D0IF,ScFv23/rGel,Breast cancer , Investigative
13294,D0D0JY,WNVax,West nile virus infection , Investigative
13295,D0D0KZ,AV4025,Hepatitis C virus infection , Phase 1
13296,D0D0LD,L-873724,Asthma , Investigative
13297,D0D0LH,NU-100,Multiple sclerosis , Phase 3
13298,D0D0ML,Heterocyclic derivative 6,Solid tumour/cancer , Patented
13299,D0D0ML,Heterocyclic derivative 6,Metastatic cancer , Patented
13300,D0D0NA,KDT-600,Obesity , Investigative
13301,D0D0OC,G-series prophage vaccine,Glioblastoma multiforme , Phase 2
13302,D0D0OR,V520/V526 combination vaccine,Human immunodeficiency virus infection , Phase 1
13303,D0D0OT,GS-4977,Diabetic nephropathy , Phase 2
13304,D0D0PB,AIC-292,Human immunodeficiency virus infection , Phase 1
13305,D0D0QA,AZD6482,Thrombosis , Terminated
13306,D0D0QQ,Velac Gel,Acne vulgaris , Phase 3
13307,D0D0RJ,LED-209,Gram-positive bacterial infection , Investigative
13308,D0D0RW,KMB-17,Enterovirus infection , Phase 3
13309,D0D0SH,GMDP,Infectious disease , Approved
13310,D0D0TQ,AKN-028,Acute myeloid leukaemia , Investigative
13311,D0D0US,OB-14,Osteoporosis , Investigative
13312,D0D0WH,Anti-CD73 mAb,Solid tumour/cancer , Phase 1
13313,D0D0WP,V-0096,Urticaria , Discontinued in Phase 2
13314,D0D0XF,AG-702,Genital herpes , Discontinued in Phase 1/2
13315,D0D0XX,LY-290154,Asthma , Terminated
13316,D0D0XY,ImmuneFx,Solid tumour/cancer , Investigative
13317,D0D0YK,GI-3000,Non-small-cell lung cancer , Investigative
13318,D0D0YM,Amosulalol,Hypertension , Approved
13319,D0D0ZD,Miglitol,Diabetic complication , Approved
13320,D0D1AL,Haloperidol,Schizophrenia , Approved
13321,D0D1BC,Melanocortin-4 Receptor antagonist,Anorexia nervosa cachexia , Investigative
13322,D0D1BR,GS-7340,Hepatitis B virus infection , Approved
13323,D0D1BR,GS-7340,Human immunodeficiency virus infection , Phase 2
13324,D0D1CL,MB07133,Hepatocellular carcinoma , Phase 1/2
13325,D0D1CS,Boceprevir,Coronavirus Disease 2019 (COVID-19) , Investigative
13326,D0D1DI,Arformoterol,Chronic obstructive pulmonary disease , Approved
13327,D0D1DI,Arformoterol,Asthma , Phase 4
13328,D0D1EI,Diphenyl purine derivative 5,Obesity , Patented
13329,D0D1EV,NSC-364432,Solid tumour/cancer , Phase 2
13330,D0D1FC,LY-362884,Type-2 diabetes , Phase 2
13331,D0D1FC,LY-362884,Obesity , Phase 2
13332,D0D1GF,XL880,Squamous head and neck cell carcinom , Phase 2
13333,D0D1GF,XL880,Renal cell carcinoma , Phase 2
13334,D0D1GF,XL880,Gastric adenocarcinoma , Phase 2
13335,D0D1GF,XL880,Breast cancer , Phase 2
13336,D0D1GF,XL880,Solid tumour/cancer , Phase 1
13337,D0D1GV,CNS-1237,Cerebrovascular ischaemia , Terminated
13338,D0D1HA,Cefotaxime,Bacterial infection , Approved
13339,D0D1HH,Carvedilol,Congestive heart failure , Approved
13340,D0D1HH,Carvedilol,Coronavirus Disease 2019 (COVID-19) , Investigative
13341,D0D1HI,Autologous T Cells Expressing MET scFv CAR,Melanoma , Phase 1
13342,D0D1HI,Autologous T Cells Expressing MET scFv CAR,Breast cancer , Phase 0
13343,D0D1HR,TrkB NAM,Neurodegenerative disorder , Investigative
13344,D0D1HS,Ki23819,Solid tumour/cancer , Phase 1
13345,D0D1HW,Anagrelide,Thrombocythemia , Approved
13346,D0D1HW,Anagrelide,Essential thrombocythemia , Phase 2
13347,D0D1IR,HG-1438,Solid tumour/cancer , Investigative
13348,D0D1JP,WR-279396,Leishmania infection , Phase 3
13349,D0D1LG,AZD-5099,Infectious disease , Discontinued in Phase 1
13350,D0D1LS,5-Fluoro-2-deoxycytidine,Solid tumour/cancer , Phase 2
13351,D0D1MA,Oxyphenonium,Visceral spasms , Approved
13352,D0D1OG,Sapanisertib,Breast cancer , Phase 2
13353,D0D1OG,Sapanisertib,Coronavirus Disease 2019 (COVID-19) , Investigative
13354,D0D1PQ,EDP-21,Obesity , Investigative
13355,D0D1RF,ABX-0401,Inflammatory bowel disease , Preclinical
13356,D0D1RM,Botulinum Toxin Type A,Blepharospasm , Approved
13357,D0D1SG,Prednisolone,Solid tumour/cancer , Approved
13358,D0D1SG,Prednisolone,Multiple sclerosis , Phase 3
13359,D0D1TB,CPC-410,Solid tumour/cancer , Investigative
13360,D0D1TS,Isoquinoline derivative 2,Neuropathic pain , Patented
13361,D0D1TX,Recombinant human pro-urokinase,Myocardial infarction , Investigative
13362,D0D1UD,STI-001,Colorectal cancer , Phase 3
13363,D0D1UD,STI-001,Bacterial infection , Investigative
13364,D0D1UQ,Neu-120,Parkinson disease , Phase 1/2
13365,D0D1VJ,SDZ-210-086,Cognitive impairment , Discontinued in Phase 1
13366,D0D1XG,CI-976,Hyperlipidaemia , Discontinued in Phase 2
13367,D0D1XW,PEG-Interferon lambda (IL-29),Virus infection , Phase 1
13368,D0D1YY,IGN-2098,Duodenal ulcer , Discontinued in Phase 2
13369,D0D1ZF,Mavacamten,Obstructive hypertrophic cardiomyopathy , Phase 3
13370,D0D1ZS,CLP-1001,Chronic heart failure , Phase 2
13371,D0D2AR,SOM-0003,Virus infection , Investigative
13372,D0D2CF,PMID25666693-Compound-115,Osteoarthritis pain , Patented
13373,D0D2CF,PMID25666693-Compound-115,Cancer related pain , Patented
13374,D0D2CF,PMID25666693-Compound-115,Neuropathic pain , Patented
13375,D0D2CF,PMID25666693-Compound-115,Inflammatory pain , Patented
13376,D0D2CY,DEX-M74,Myopathy , Phase 1/2
13377,D0D2FZ,Ragweed allergy vaccine sublingual,Lymphoma , Approved
13378,D0D2GW,EHC18,Hepatitis virus infection , Discontinued in Phase 1
13379,D0D2GZ,AL-408,Central nervous system disease , Investigative
13380,D0D2IU,Engerix B,Hepatitis B virus infection , Approved
13381,D0D2JD,TH-0318,Diabetic complication , Terminated
13382,D0D2JW,Polyhydroxy benzamide derivative 3,Albinism , Patented
13383,D0D2JW,Polyhydroxy benzamide derivative 3,Ephelides , Patented
13384,D0D2JW,Polyhydroxy benzamide derivative 3,Menkes disease , Patented
13385,D0D2JW,Polyhydroxy benzamide derivative 3,Senile lentigines , Patented
13386,D0D2JW,Polyhydroxy benzamide derivative 3,Melasma , Patented
13387,D0D2KU,JQ1,Coronavirus Disease 2019 (COVID-19) , Investigative
13388,D0D2LE,Meso-CART,Pancreatic cancer , Phase 1
13389,D0D2LF,YM-116,Solid tumour/cancer , Phase 1
13390,D0D2PD,ABBV-744,Coronavirus Disease 2019 (COVID-19) , Investigative
13391,D0D2PQ,CT-2412,Solid tumour/cancer , Terminated
13392,D0D2QE,PMID26651364-Compound-117b,Crohn disease , Patented
13393,D0D2QE,PMID26651364-Compound-117b,Ulcerative colitis , Patented
13394,D0D2QE,PMID26651364-Compound-117b,Urinary tract infection , Patented
13395,D0D2RN,Aminopterin,leukaemia , Withdrawn from market
13396,D0D2RR,TgBSSL,Pancreatic malfunction , Investigative
13397,D0D2RZ,SDZ-267-489,Arteriosclerosis , Terminated
13398,D0D2SG,99mTc-ciprofloxacin,Infectious disease , Discontinued in Phase 2
13399,D0D2SX,INNO-101,Hepatitis C virus infection , Discontinued in Phase 2
13400,D0D2TN,Rimexolone,Arthritis , Approved
13401,D0D2TT,TV-1106,Growth hormone deficiency , Phase 3
13402,D0D2TZ,CMS-024-02,Solid tumour/cancer , Phase 3
13403,D0D2UA,2-NAP,Gastrointestinal disease , Investigative
13404,D0D2UU,XEL-003FL,Onychomycosis , Investigative
13405,D0D2VS,Exemestane,Hormonally-responsive breast cancer , Approved
13406,D0D2WX,1614235 + 2330672,Type-2 diabetes , Phase 1
13407,D0D2XA,REIC gene therapy,Prostate cancer , Phase 1/2
13408,D0D2XQ,ASN007,Solid tumour/cancer , Phase 1
13409,D0D2YZ,BMTP-11,Prostate cancer , Phase 1
13410,D0D2ZI,SOM-1000,Fungal infection , Investigative
13411,D0D3AI,L-NAME,Hypertension , Phase 2
13412,D0D3BO,SOLPECAINOL HYDROCHLORIDE,Cardiac arrhythmias , Discontinued in Phase 2
13413,D0D3CJ,BYK-191023,Inflammation , Investigative
13414,D0D3DU,Methotrexate Sodium,Solid tumour/cancer , Approved
13415,D0D3FP,Drug 2881078,Heart failure , Phase 1
13416,D0D3HF,TBI-304,Anemia , Investigative
13417,D0D3HM,RG7212,Solid tumour/cancer , Discontinued in Phase 1
13418,D0D3HV,PLR-21,Psychiatric disorder , Terminated
13419,D0D3JQ,Flovagatran,Thrombosis , Discontinued in Phase 2
13420,D0D3KG,RG-7236,Cardiovascular disease , Discontinued in Phase 1
13421,D0D3KS,Orochol,Vibrio cholerae infection , Approved
13422,D0D3KY,SC-106,Rheumatoid arthritis , Discontinued in Phase 2
13423,D0D3LZ,20D75,Melanoma , Investigative
13424,D0D3PB,BAY 60-4552,Heart failure , Discontinued in Phase 2
13425,D0D3PX,SCH 727965,Acute lymphoblastic leukaemia , Discontinued in Phase 3
13426,D0D3QJ,CRTX-067,Cough , Investigative
13427,D0D3QN,CD11301,Cutaneous T-cell lymphoma , Phase 2
13428,D0D3RS,Biaryl compound 1,Solid tumour/cancer , Patented
13429,D0D3RS,Biaryl compound 1,Infectious disease , Patented
13430,D0D3RS,Biaryl compound 1,Human immunodeficiency virus infection , Patented
13431,D0D3RS,Biaryl compound 1,Hepatitis , Patented
13432,D0D3RY,Merozoite surface protein 3 long synthetic peptide vaccine,Malaria , Phase 2
13433,D0D3SW,ABX-103,Solid tumour/cancer , Investigative
13434,D0D3TO,PYN-22,Obesity , Investigative
13435,D0D3TQ,GSK2330811,Systemic sclerosis , Phase 2
13436,D0D3TQ,GSK2330811,Crohn disease , Phase 2
13437,D0D3TU,DWJ-207,Neuropathic pain , Investigative
13438,D0D3TX,EVP-6124,Schizophrenia , Phase 3
13439,D0D3TX,EVP-6124,Alzheimer disease , Phase 3
13440,D0D3UI,ZY01,Diabetic complication , Phase 1
13441,D0D3UI,ZY01,Obesity , Phase 1
13442,D0D3UQ,Streptococcus mutans vaccine,Dental caries , Phase 1
13443,D0D3VT,Dihydrexidine,Psychotic disorder , Phase 1/2
13444,D0D3XM,TAK-137,Psychiatric disorder , Phase 1
13445,D0D3ZP,NBI-42902,Prostate cancer , Discontinued in Phase 1
13446,D0D4AQ,PCI-45292,Autoimmune diabetes , Preclinical
13447,D0D4CX,Pegamotecan,Esophageal cancer , Phase 2
13448,D0D4CY,Sulfapyridine,Dermatitis herpetiformis , Approved
13449,D0D4DY,Tetracel,Bordetella pertussis infection , Discontinued in Preregistration
13450,D0D4HM,Alglucerase,Enzyme deficiency , Approved
13451,D0D4HN,Podofilox,External genital and perianal wart , Approved
13452,D0D4HN,Podofilox,Condyloma , Approved
13453,D0D4HN,Podofilox,Verruca vulgaris , Approved
13454,D0D4HO,GC021109,Alzheimer disease , Phase 1
13455,D0D4IH,Oxitropium bromide,Asthma , Approved
13456,D0D4IL,AMT-021,Acute intermittent hepatic porphyria , Investigative
13457,D0D4JI,SR-31747,Rheumatoid arthritis , Phase 2
13458,D0D4JO,Artesunate,Malaria , Approved
13459,D0D4LP,JVRS-100,leukaemia , Phase 2
13460,D0D4LS,PUR003,Infectious disease , Phase 1/2
13461,D0D4NJ,CYT-005-allQbG10,Allergic rhinitis , Phase 2
13462,D0D4NX,PMID25666693-Compound-108,Osteoarthritis pain , Patented
13463,D0D4NX,PMID25666693-Compound-108,Cancer related pain , Patented
13464,D0D4NX,PMID25666693-Compound-108,Neuropathic pain , Patented
13465,D0D4NX,PMID25666693-Compound-108,Inflammatory pain , Patented
13466,D0D4OL,SC-002,Bacterial infection , Phase 1
13467,D0D4OL,SC-002,Small-cell lung cancer , Phase 1
13468,D0D4OL,SC-002,Solid tumour/cancer , Phase 1
13469,D0D4OS,VM-202,Angina pectoris , Phase 3
13470,D0D4OS,VM-202,Peripheral neuropathy , Phase 3
13471,D0D4OS,VM-202,Diabetic foot ulcer , Phase 3
13472,D0D4OS,VM-202,Peripheral arterial disease , Phase 3
13473,D0D4OS,VM-202,Amyotrophic lateral sclerosis , Phase 2
13474,D0D4PB,Dextropropoxyphene,Pain , Approved
13475,D0D4QL,Benzimidazole 5-carboxamide,Hepatovirus infection , Investigative
13476,D0D4RF,Sapacitabine,Acute myeloid leukaemia , Phase 3
13477,D0D4RF,Sapacitabine,Acute myelogenous leukaemia , Phase 3
13478,D0D4RF,Sapacitabine,Myelodysplastic syndrome , Phase 2
13479,D0D4RF,Sapacitabine,Breast cancer , Phase 2
13480,D0D4RF,Sapacitabine,Ovarian cancer , Phase 2
13481,D0D4RF,Sapacitabine,Pancreatic cancer , Phase 2
13482,D0D4TC,Sym021,Solid tumour/cancer , Phase 1
13483,D0D4TC,Sym021,Advanced malignancy , Phase 1
13484,D0D4TC,Sym021,Lymphoma , Phase 1
13485,D0D4TC,Sym021,Non-hodgkin lymphoma , Phase 1
13486,D0D4UO,DPK-DTSM-02,Solid tumour/cancer , Investigative
13487,D0D4UT,GSK2849330,Solid tumour/cancer , Phase 1
13488,D0D4VH,BM-212,Asthma , Phase 1
13489,D0D4VN,HPV-16 E7 vaccine,Human papillomavirus infection , Phase 2
13490,D0D4VV,LY2874455,Solid tumour/cancer , Phase 2
13491,D0D4WA,PHY-777,Solid tumour/cancer , Investigative
13492,D0D4XF,Daniplestim,Osteoporosis , Terminated
13493,D0D4YZ,PSI-7977,HCV 1-6 infection , Approved
13494,D0D4YZ,PSI-7977,Hepatitis C virus infection , Phase 2
13495,D0D4ZE,JP-8019,Solid tumour/cancer , Investigative
13496,D0D4ZM,ISRAPAFANT,Asthma , Phase 3
13497,D0D4ZN,CAR-T cells targeting BCMA,leukaemia , Phase 1/2
13498,D0D4ZN,CAR-T cells targeting BCMA,Lymphoma , Phase 1/2
13499,D0D4ZN,CAR-T cells targeting BCMA,Multiple myeloma , Phase 1/2
13500,D0D4ZW,EGS-21,Crohn disease , Phase 2
13501,D0D5AV,HPV 16/18 vaccine,Human papillomavirus infection , Phase 3
13502,D0D5BJ,BPX-201,Prostate cancer , Phase 1
13503,D0D5CJ,SDZ-LAP-977,Psoriasis vulgaris , Discontinued in Phase 2
13504,D0D5CQ,NVP-2,Solid tumour/cancer , Preclinical
13505,D0D5CY,Pradefovir,Hepatitis virus infection , Phase 2
13506,D0D5DE,ALPRENOXIME HYDROCHLORIDE,Glaucoma/ocular hypertension , Discontinued in Phase 2
13507,D0D5EJ,Insulin oral sublingual,Type-1 diabetes , Phase 1
13508,D0D5EW,HKI-9924129,Gram-positive bacterial infection , Investigative
13509,D0D5FB,EPO-derived peptide,Diabetic retinopathy , Investigative
13510,D0D5FQ,Agatolimod,Lung cancer , Discontinued in Phase 2
13511,D0D5FR,Organosphosphates,Candidiasis , Phase 2
13512,D0D5FR,Organosphosphates,Propagation of disease by mosquito , Phase 2
13513,D0D5FU,Baricitinib,Rheumatoid arthritis , Approved
13514,D0D5FU,Baricitinib,Coronavirus Disease 2019 (COVID-19) , Phase 3
13515,D0D5GD,Flumazenil,Benzodiazepine overdose , Approved
13516,D0D5GG,Pemoline,Attention deficit hyperactivity disorder , Approved
13517,D0D5IJ,LN-030,Prostate cancer , Terminated
13518,D0D5IS,SYNSORB-Pk,Clostridium infection , Phase 3
13519,D0D5KQ,PU24S,Solid tumour/cancer , Investigative
13520,D0D5LX,NKTT-120,Sickle-cell disorder , Phase 1
13521,D0D5MQ,Pyrazole derivative 27,Obesity , Patented
13522,D0D5MU,V10153,Ischemic stroke , Phase 2
13523,D0D5NI,GBP-1a,Breast cancer , Investigative
13524,D0D5NV,GC-1109,Bacillus anthracis infection , Phase 2
13525,D0D5NZ,H5N1 influenza vaccine,Influenza virus infection , Phase 3
13526,D0D5RH,TAK-442,Thrombosis , Discontinued in Phase 2
13527,D0D5SQ,Candesartan,Hypertension , Approved
13528,D0D5TN,TT-034,Hepatitis C virus infection , Phase 1/2
13529,D0D5VJ,UK-432097,Chronic obstructive pulmonary disease , Phase 2
13530,D0D5XV,APX-E,Asthma , Investigative
13531,D0D5YE,Imidazo quinoline derivative 1,Solid tumour/cancer , Patented
13532,D0D5YE,Imidazo quinoline derivative 1,Metastatic cancer , Patented
13533,D0D5ZJ,Momelotinib,Myelofibrosis , Phase 3
13534,D0D5ZJ,Momelotinib,Polycythemia vera , Phase 2
13535,D0D5ZJ,Momelotinib,Thrombocythemia , Phase 2
13536,D0D5ZR,TRO-40303,Lateral sclerosis , Discontinued in Phase 2
13537,D0D5ZU,QPI-1002,Renal transplantation , Phase 3
13538,D0D5ZU,QPI-1002,Renal artery disease , Phase 1/2
13539,D0D5ZV,CMI-392,Psoriasis vulgaris , Phase 2
13540,D0D5ZX,RG-12915,Nausea , Discontinued in Phase 3
13541,D0D6BT,Parathyroid hormone analog,Osteoporosis , Phase 1
13542,D0D6DB,Phytosel,Solid tumour/cancer , Discontinued in Phase 1
13543,D0D6EK,RDX-002,Hypophosphatasia , Investigative
13544,D0D6EW,Glypromate,Neurological disorder , Discontinued in Phase 2
13545,D0D6GT,Iota-carrageenan,Influenza virus infection , Phase 4
13546,D0D6HS,Mannoside derivative 12,Crohn disease , Patented
13547,D0D6HS,Mannoside derivative 12,Ulcerative colitis , Patented
13548,D0D6HS,Mannoside derivative 12,Urinary tract infection , Patented
13549,D0D6LF,PD-156,Inflammation , Investigative
13550,D0D6MC,HC-030031,Inflammation , Investigative
13551,D0D6MV,PPI-668,Hepatitis C virus infection , Phase 2
13552,D0D6NQ,HEV-239,Hepatitis E virus infection , Approved
13553,D0D6OM,Alkyl mannoside derivative 7,Crohn disease , Patented
13554,D0D6OM,Alkyl mannoside derivative 7,Ulcerative colitis , Patented
